,organizer,call_duration_mins,participants,indiv_interaction_mins,interaction,meeting_modes,meeting_types,host_locations,recorded_session
124,Surya Prakash,139,"{'Vaishali Prakash,Harini Prakash,Surya Prasad,Avinash Prakash,Vaishali Ravindranath,Harini Raj', 'Surya Prakash'}",[35 83 21],Medium,in_office,others,Romania,yes
125,Harini Raj,28,"{'Harini Raj', 'Surya Prakash,Divya Prasad,Harini Prasad,Divya Ravindranath,Avinash Raj,Aruna Prasad,Prasanna Prakash'}",[14  7  7],Low,online,project_discussion,Remote,yes
126,Avinash Ravindranath,155,"{'Avinash Ravindranath', 'Avinash Ravindranath,Prasanna Prakash,Harini Raj,Surya Prasad,Harini Ravindranath,Surya Ravindranath,Divya Prakash,Prasanna Prakash'}",[93 42 20],Low,in_office,trainings,Romania,yes
127,Avinash Prasad,91,"{'Vaishali Ravindranath,Surya Prakash', 'Avinash Prasad'}",[19 50 22],High,in_office,others,France,yes
128,Harini Prakash,172,"{'Avinash Prasad,Aruna Prasad', 'Harini Prakash'}",[ 39 110  23],Medium,in_office,employee_engagement,India,yes
129,Aruna Prasad,73,"{'Aruna Prasad', 'Harini Prakash,Vaishali Prakash,Divya Raj,Aruna Ravindranath,Vaishali Prasad,Surya Prakash,Vaishali Prakash,Divya Raj,Aruna Prasad'}",[ 7  3 63],Medium,online,trainings,Romania,yes
130,Harini Raj,97,"{'Harini Raj,Divya Raj,Avinash Raj,Surya Raj,Divya Ravindranath', 'Harini Raj'}",[15 30 52],Medium,online,trainings,France,yes
131,Surya Prakash,67,"{'Divya Raj,Surya Prasad,Harini Prasad,Harini Ravindranath,Surya Prasad,Vaishali Raj,Prasanna Prasad,Vaishali Ravindranath', 'Surya Prakash'}",[ 6 29 32],High,hybrid,employee_engagement,France,no
132,Vaishali Ravindranath,112,"{'Vaishali Ravindranath', 'Prasanna Prakash,Vaishali Ravindranath,Prasanna Prasad,Harini Prakash,Aruna Prasad,Aruna Raj,Harini Raj,Vaishali Prakash,Surya Prasad'}",[50  2 60],High,hybrid,employee_engagement,Romania,no
133,Aruna Raj,83,"{'Aruna Raj', 'Vaishali Prasad,Prasanna Ravindranath,Prasanna Raj,Aruna Prasad,Avinash Ravindranath,Vaishali Ravindranath,Avinash Ravindranath'}",[54  8 21],Low,online,employee_engagement,Remote,no
134,Surya Prakash,117,"{'Surya Prakash', 'Surya Prakash,Prasanna Ravindranath'}",[  3 104  10],Medium,hybrid,trainings,Romania,no
135,Harini Prasad,50,"{'Vaishali Ravindranath,Divya Raj,Avinash Ravindranath,Vaishali Prakash,Vaishali Raj,Prasanna Raj,Aruna Prakash,Vaishali Prasad', 'Harini Prasad'}",[17 18 15],Medium,online,trainings,Remote,no
136,Prasanna Prasad,19,"{'Prasanna Prasad', 'Surya Raj,Divya Prasad,Aruna Ravindranath'}",[ 3 14  2],Medium,online,project_discussion,India,yes
137,Divya Raj,5,"{'Aruna Raj,Surya Prakash,Aruna Raj,Avinash Ravindranath,Harini Prasad,Divya Prasad,Vaishali Raj,Vaishali Prasad,Vaishali Raj,Aruna Ravindranath', 'Divya Raj'}",[2 2 1],High,hybrid,trainings,France,yes
138,Avinash Prakash,59,"{'Harini Prasad,Surya Prakash,Avinash Prasad,Avinash Raj,Aruna Prakash,Avinash Raj,Vaishali Prakash,Harini Ravindranath,Vaishali Raj', 'Avinash Prakash'}",[ 2 28 29],Medium,online,trainings,Romania,yes
139,Aruna Prakash,101,"{'Aruna Prakash', 'Surya Prakash,Avinash Prasad,Aruna Prasad,Surya Prasad,Divya Raj'}",[32 62  7],High,hybrid,project_discussion,India,yes
140,Aruna Ravindranath,78,"{'Harini Ravindranath,Vaishali Ravindranath,Vaishali Ravindranath,Aruna Ravindranath,Vaishali Prakash,Harini Prakash,Vaishali Prasad,Vaishali Prasad', 'Aruna Ravindranath'}",[16 13 49],Medium,hybrid,employee_engagement,France,yes
141,Prasanna Raj,50,"{'Surya Raj,Avinash Prasad,Divya Raj,Divya Ravindranath,Aruna Prasad,Divya Raj,Vaishali Prakash', 'Prasanna Raj'}",[ 8 30 12],Low,online,employee_engagement,Romania,yes
142,Harini Raj,54,"{'Harini Raj', 'Aruna Prasad,Vaishali Prakash,Vaishali Prakash,Prasanna Prasad,Prasanna Prasad,Aruna Prakash'}",[ 4 26 24],Low,hybrid,others,Remote,yes
143,Divya Prasad,150,"{'Divya Prasad,Prasanna Prakash', 'Divya Prasad'}",[43 28 79],High,online,trainings,India,no
144,Prasanna Ravindranath,124,"{'Divya Ravindranath,Divya Raj,Divya Prakash', 'Prasanna Ravindranath'}",[75 35 14],Medium,online,project_discussion,Romania,yes
145,Prasanna Prasad,50,"{'Prasanna Prasad', 'Surya Ravindranath,Prasanna Prakash,Prasanna Prasad,Harini Ravindranath,Surya Prakash,Harini Prasad,Avinash Prasad'}",[35  8  7],High,online,employee_engagement,Romania,yes
146,Aruna Ravindranath,102,"{'Prasanna Raj,Surya Prasad', 'Aruna Ravindranath'}",[31 71  0],Low,hybrid,project_discussion,India,no
147,Surya Raj,146,"{'Surya Prakash,Vaishali Ravindranath,Aruna Raj,Harini Prasad,Prasanna Ravindranath,Avinash Prasad', 'Surya Raj'}",[94 20 32],Low,hybrid,employee_engagement,India,yes
148,Harini Raj,145,"{'Divya Prakash,Divya Ravindranath,Prasanna Raj', 'Harini Raj'}",[69  0 76],Medium,hybrid,employee_engagement,Remote,yes
149,Surya Prakash,149,"{'Surya Prakash', 'Avinash Ravindranath,Avinash Ravindranath,Avinash Raj,Prasanna Prasad,Harini Prakash'}",[90 57  2],High,in_office,project_discussion,Romania,no
150,Aruna Prasad,99,"{'Surya Prasad,Prasanna Prakash,Prasanna Raj,Surya Prakash,Divya Ravindranath,Prasanna Raj,Avinash Prasad,Prasanna Prakash', 'Aruna Prasad'}",[ 1 50 48],Medium,hybrid,others,Remote,no
151,Surya Raj,94,"{'Harini Prakash,Avinash Prakash,Divya Prasad,Prasanna Prasad,Vaishali Prasad,Avinash Ravindranath', 'Surya Raj'}",[34 29 31],High,online,project_discussion,France,no
152,Surya Prakash,52,"{'Vaishali Prakash,Prasanna Prasad,Avinash Ravindranath,Vaishali Ravindranath,Prasanna Ravindranath', 'Surya Prakash'}",[ 8 15 29],High,in_office,trainings,Romania,yes
153,Divya Ravindranath,83,"{'Divya Ravindranath', 'Surya Prakash,Divya Raj,Avinash Raj,Aruna Prakash,Avinash Prasad'}",[50 18 15],High,in_office,project_discussion,Romania,no
154,Harini Prasad,80,"{'Divya Ravindranath,Divya Raj,Divya Ravindranath,Vaishali Prakash,Prasanna Ravindranath,Avinash Prasad,Harini Prasad,Surya Prakash,Prasanna Prakash', 'Harini Prasad'}",[60  0 20],Low,in_office,trainings,India,no
155,Prasanna Raj,30,"{'Avinash Ravindranath,Avinash Prasad,Vaishali Prasad,Prasanna Prasad,Avinash Ravindranath,Prasanna Prasad,Prasanna Prakash,Aruna Prakash,Prasanna Raj', 'Prasanna Raj'}",[ 7  6 17],Medium,online,trainings,Romania,no
156,Avinash Ravindranath,145,"{'Avinash Raj,Surya Prakash,Surya Prakash,Avinash Prakash,Divya Raj,Aruna Ravindranath,Surya Raj,Harini Raj', 'Avinash Ravindranath'}",[16 30 99],High,hybrid,employee_engagement,Remote,no
157,Surya Raj,66,"{'Divya Prakash,Vaishali Raj,Avinash Raj,Prasanna Ravindranath,Harini Ravindranath,Vaishali Prasad', 'Surya Raj'}",[25 21 20],Low,in_office,employee_engagement,India,no
158,Harini Raj,175,"{'Harini Ravindranath,Harini Ravindranath,Surya Ravindranath,Harini Ravindranath,Avinash Raj', 'Harini Raj'}",[85 30 60],Low,online,trainings,India,yes
159,Vaishali Prakash,180,"{'Vaishali Prakash', 'Divya Prakash,Surya Raj,Aruna Raj,Surya Ravindranath,Prasanna Ravindranath,Divya Ravindranath,Vaishali Prasad,Surya Prasad'}",[78 32 70],Low,in_office,trainings,Romania,no
160,Prasanna Prasad,95,"{'Prasanna Prasad', 'Surya Ravindranath,Avinash Prasad,Aruna Prasad,Surya Ravindranath,Surya Raj,Aruna Prasad,Avinash Prakash'}",[15 64 16],Medium,online,others,Romania,yes
161,Avinash Ravindranath,124,"{'Vaishali Prasad,Prasanna Prakash,Harini Prakash,Vaishali Prasad,Divya Prasad,Vaishali Prakash,Vaishali Raj,Harini Ravindranath,Aruna Prakash,Aruna Prasad', 'Avinash Ravindranath'}",[21 15 88],Low,in_office,trainings,France,yes
162,Avinash Prakash,122,"{'Prasanna Ravindranath,Avinash Prakash,Vaishali Prakash,Prasanna Ravindranath,Aruna Raj,Surya Ravindranath,Surya Raj', 'Avinash Prakash'}",[74 43  5],Low,hybrid,employee_engagement,Romania,no
163,Harini Prasad,69,"{'Prasanna Ravindranath,Aruna Prakash,Harini Prasad', 'Harini Prasad'}",[29  2 38],Medium,online,trainings,Remote,no
164,Prasanna Prasad,75,"{'Prasanna Prasad', 'Vaishali Prakash,Harini Ravindranath'}",[56 15  4],High,online,project_discussion,India,yes
165,Avinash Raj,114,"{'Avinash Raj', 'Harini Ravindranath,Avinash Ravindranath'}",[36 52 26],Low,hybrid,employee_engagement,Remote,yes
166,Vaishali Raj,168,"{'Surya Prasad,Divya Raj,Surya Ravindranath,Avinash Prakash,Surya Ravindranath,Surya Raj,Harini Raj,Prasanna Raj,Aruna Raj', 'Vaishali Raj'}",[ 35   7 126],Medium,online,employee_engagement,Remote,yes
167,Divya Prakash,85,"{'Divya Prakash', 'Aruna Prakash,Prasanna Prakash,Harini Raj'}",[45 21 19],High,online,trainings,France,yes
168,Vaishali Raj,32,"{'Surya Prasad,Aruna Ravindranath,Harini Raj,Divya Prasad,Aruna Ravindranath', 'Vaishali Raj'}",[19  6  7],High,in_office,trainings,France,yes
169,Avinash Raj,57,"{'Avinash Ravindranath,Harini Raj,Surya Raj,Harini Ravindranath,Avinash Raj,Avinash Ravindranath', 'Avinash Raj'}",[13 27 17],Low,hybrid,project_discussion,Romania,yes
170,Harini Prasad,151,"{'Aruna Prakash,Prasanna Raj,Divya Ravindranath,Prasanna Prakash,Vaishali Prakash,Avinash Raj,Harini Raj,Avinash Prasad,Prasanna Prasad', 'Harini Prasad'}",[112  27  12],High,in_office,trainings,France,yes
171,Surya Ravindranath,69,"{'Surya Ravindranath', 'Aruna Prasad,Prasanna Ravindranath,Aruna Prasad,Divya Ravindranath,Aruna Prakash,Divya Ravindranath,Divya Prakash,Avinash Prasad'}",[52  9  8],Low,hybrid,employee_engagement,France,yes
172,Divya Ravindranath,9,"{'Harini Raj,Harini Ravindranath,Vaishali Ravindranath,Aruna Ravindranath,Aruna Prakash,Surya Prakash,Prasanna Ravindranath,Prasanna Prasad,Surya Prakash,Surya Prasad', 'Divya Ravindranath'}",[7 1 1],Medium,hybrid,trainings,France,no
173,Divya Prasad,132,"{'Prasanna Prasad,Divya Raj,Prasanna Prasad,Divya Ravindranath', 'Divya Prasad'}",[27 15 90],Medium,hybrid,others,France,no
174,Vaishali Raj,12,"{'Avinash Ravindranath,Prasanna Prakash,Avinash Raj,Aruna Raj,Aruna Ravindranath,Surya Prakash,Surya Raj,Divya Ravindranath,Prasanna Raj', 'Vaishali Raj'}",[1 8 3],Medium,online,others,Romania,no
175,Surya Ravindranath,44,"{'Surya Ravindranath', 'Harini Ravindranath,Aruna Ravindranath,Divya Raj'}",[29  0 15],Medium,in_office,project_discussion,Remote,no
176,Aruna Prasad,8,"{'Vaishali Prakash,Harini Raj', 'Aruna Prasad'}",[6 0 2],Medium,hybrid,others,India,no
177,Prasanna Ravindranath,141,"{'Prasanna Ravindranath', 'Prasanna Ravindranath,Vaishali Ravindranath,Aruna Prasad'}",[32 86 23],Low,in_office,trainings,Romania,no
178,Surya Raj,143,"{'Divya Raj,Harini Prakash,Vaishali Raj,Divya Prakash,Aruna Raj,Harini Prasad,Prasanna Ravindranath,Harini Prakash,Aruna Prakash,Divya Ravindranath', 'Surya Raj'}",[20 49 74],Low,in_office,employee_engagement,Romania,no
179,Vaishali Ravindranath,136,"{'Vaishali Ravindranath', 'Prasanna Ravindranath,Aruna Ravindranath,Avinash Ravindranath,Surya Ravindranath'}",[64 62 10],High,hybrid,trainings,India,yes
180,Aruna Raj,119,"{'Aruna Raj', 'Divya Raj,Vaishali Ravindranath'}",[41  5 73],High,online,others,India,yes
181,Divya Ravindranath,30,"{'Divya Ravindranath', 'Harini Raj,Avinash Raj,Aruna Raj,Aruna Raj,Prasanna Prakash,Aruna Prakash,Divya Prakash,Harini Prasad,Harini Ravindranath,Prasanna Prakash'}",[ 8  4 18],Medium,in_office,others,India,no
182,Surya Raj,74,"{'Aruna Prakash,Harini Prakash,Prasanna Prasad,Avinash Raj,Avinash Prakash,Vaishali Prakash,Aruna Prakash', 'Surya Raj'}",[50  2 22],High,in_office,project_discussion,Remote,no
183,Surya Ravindranath,133,"{'Surya Ravindranath', 'Avinash Raj,Surya Raj,Prasanna Ravindranath,Prasanna Raj,Vaishali Prakash,Aruna Prasad,Surya Ravindranath,Divya Raj'}",[37  3 93],Low,online,trainings,Romania,yes
184,Aruna Prasad,115,"{'Aruna Prasad', 'Aruna Ravindranath,Vaishali Prasad,Prasanna Prasad,Harini Raj,Avinash Prasad,Avinash Raj'}",[33  3 79],Medium,online,others,France,no
185,Avinash Ravindranath,171,"{'Prasanna Prasad,Harini Ravindranath', 'Avinash Ravindranath'}",[50 93 28],Medium,online,trainings,Remote,yes
186,Vaishali Prasad,97,"{'Vaishali Prasad', 'Vaishali Ravindranath,Surya Raj,Harini Prakash,Divya Prakash,Vaishali Ravindranath,Divya Prasad,Avinash Prakash,Avinash Prasad,Prasanna Prakash'}",[47 24 26],High,hybrid,others,India,yes
187,Prasanna Ravindranath,137,"{'Prasanna Ravindranath', 'Vaishali Prasad,Harini Prakash,Harini Prasad'}",[42  3 92],High,hybrid,employee_engagement,France,no
188,Divya Raj,30,"{'Divya Ravindranath,Avinash Ravindranath,Harini Prakash,Aruna Ravindranath', 'Divya Raj'}",[10 12  8],Medium,hybrid,trainings,India,no
189,Divya Prakash,60,"{'Divya Prakash', 'Vaishali Prasad,Vaishali Raj,Aruna Raj,Aruna Ravindranath,Surya Raj'}",[20 31  9],Medium,in_office,project_discussion,Romania,no
190,Harini Prasad,172,"{'Harini Raj,Vaishali Ravindranath,Vaishali Raj,Prasanna Raj,Surya Prasad,Surya Ravindranath,Aruna Prakash,Avinash Prasad', 'Harini Prasad'}",[122  26  24],High,hybrid,trainings,Remote,yes
191,Prasanna Prasad,153,"{'Aruna Raj,Aruna Prasad,Harini Ravindranath,Surya Ravindranath,Prasanna Ravindranath,Divya Raj,Vaishali Prasad,Divya Prakash', 'Prasanna Prasad'}",[35 61 57],High,in_office,project_discussion,India,yes
192,Prasanna Prasad,13,"{'Prasanna Prasad', 'Surya Ravindranath,Prasanna Ravindranath,Divya Ravindranath,Avinash Raj'}",[3 7 3],High,in_office,employee_engagement,Remote,no
193,Prasanna Ravindranath,38,"{'Avinash Raj,Surya Raj,Divya Raj,Aruna Prasad,Vaishali Ravindranath', 'Prasanna Ravindranath'}",[20  2 16],Low,in_office,others,France,no
194,Surya Prasad,124,"{'Aruna Prakash,Aruna Prakash,Harini Raj,Avinash Raj,Divya Ravindranath', 'Surya Prasad'}",[50 15 59],Low,in_office,trainings,Remote,no
195,Aruna Prakash,115,"{'Aruna Prakash', 'Vaishali Prakash,Divya Ravindranath,Divya Raj,Harini Prasad,Harini Raj,Prasanna Ravindranath,Avinash Prakash,Vaishali Prasad,Prasanna Prakash'}",[35 30 50],Medium,hybrid,others,Remote,yes
196,Divya Raj,31,"{'Divya Raj', 'Divya Raj,Surya Raj'}",[ 1 16 14],Medium,hybrid,employee_engagement,Romania,no
197,Harini Ravindranath,107,"{'Vaishali Raj,Divya Ravindranath,Divya Prasad,Prasanna Prasad,Avinash Prakash,Divya Ravindranath,Prasanna Raj,Prasanna Ravindranath,Divya Ravindranath,Aruna Raj', 'Harini Ravindranath'}",[ 2 82 23],Low,hybrid,trainings,France,no
198,Prasanna Ravindranath,165,"{'Prasanna Ravindranath', 'Divya Raj,Vaishali Raj,Prasanna Raj,Avinash Prakash'}",[113   2  50],High,in_office,project_discussion,India,yes
199,Avinash Prakash,89,"{'Avinash Prakash', 'Avinash Raj,Harini Prakash,Avinash Ravindranath,Divya Prasad,Surya Prasad,Prasanna Prasad,Aruna Raj,Avinash Raj,Harini Ravindranath'}",[13 70  6],Low,online,employee_engagement,India,no
200,Surya Prasad,85,"{'Surya Prasad', 'Vaishali Ravindranath,Prasanna Raj,Prasanna Raj'}",[18 45 22],Low,in_office,trainings,France,no
201,Divya Raj,160,"{'Divya Raj', 'Harini Ravindranath,Prasanna Prasad,Aruna Prakash,Divya Prakash,Prasanna Prakash,Avinash Prakash,Aruna Ravindranath'}",[11 91 58],High,online,employee_engagement,Romania,no
202,Surya Prakash,51,"{'Surya Prakash', 'Surya Prakash,Prasanna Raj,Harini Raj'}",[ 2 34 15],High,online,others,India,yes
203,Vaishali Prasad,9,"{'Avinash Raj,Surya Prakash,Vaishali Raj,Aruna Raj,Avinash Ravindranath,Vaishali Ravindranath,Vaishali Ravindranath,Divya Prasad,Harini Prakash', 'Vaishali Prasad'}",[5 0 4],Medium,in_office,trainings,India,yes
204,Aruna Raj,43,"{'Aruna Raj', 'Prasanna Prasad,Aruna Raj,Vaishali Ravindranath'}",[17  8 18],High,online,employee_engagement,France,no
205,Aruna Prakash,70,"{'Aruna Prakash', 'Divya Prasad,Surya Ravindranath,Avinash Prasad,Vaishali Prakash,Prasanna Ravindranath,Avinash Raj,Vaishali Prakash,Divya Ravindranath'}",[16 43 11],High,hybrid,project_discussion,Romania,no
206,Divya Prakash,154,"{'Divya Prakash', 'Aruna Raj,Avinash Raj,Divya Ravindranath,Harini Raj,Prasanna Raj'}",[ 13 111  30],High,in_office,project_discussion,France,no
207,Prasanna Ravindranath,87,"{'Prasanna Ravindranath', 'Avinash Prasad,Harini Prakash,Prasanna Ravindranath'}",[27 56  4],High,in_office,trainings,France,yes
208,Divya Ravindranath,137,"{'Surya Prasad,Vaishali Raj,Avinash Ravindranath,Aruna Prasad,Harini Prasad,Prasanna Prasad,Surya Prasad', 'Divya Ravindranath'}",[22 63 52],High,in_office,project_discussion,India,no
209,Avinash Ravindranath,16,"{'Avinash Ravindranath', 'Surya Ravindranath,Avinash Prakash,Vaishali Raj'}",[ 1  2 13],High,online,others,India,no
210,Harini Ravindranath,135,"{'Harini Ravindranath', 'Avinash Raj,Avinash Prakash,Vaishali Ravindranath,Divya Prasad,Vaishali Ravindranath,Harini Ravindranath,Harini Ravindranath,Vaishali Prasad,Aruna Prakash,Avinash Raj'}",[79 24 32],Medium,in_office,project_discussion,India,yes
211,Divya Prakash,180,"{'Divya Prakash', 'Vaishali Prasad,Avinash Prasad,Vaishali Raj,Aruna Prakash,Prasanna Ravindranath,Harini Ravindranath,Harini Ravindranath'}",[ 27  47 106],Low,in_office,project_discussion,France,yes
212,Avinash Ravindranath,37,"{'Avinash Ravindranath', 'Harini Ravindranath,Avinash Prakash,Harini Prasad,Aruna Raj,Surya Ravindranath'}",[ 3 32  2],Medium,in_office,project_discussion,Romania,yes
213,Surya Raj,150,"{'Prasanna Prakash,Surya Raj,Vaishali Ravindranath', 'Surya Raj'}",[65  5 80],Low,online,employee_engagement,France,no
214,Harini Ravindranath,16,"{'Harini Ravindranath', 'Avinash Ravindranath,Harini Prakash,Aruna Ravindranath'}",[ 5  1 10],High,hybrid,trainings,Remote,yes
215,Surya Prakash,154,"{'Avinash Raj,Divya Raj,Avinash Ravindranath,Vaishali Prasad', 'Surya Prakash'}",[61 30 63],Medium,in_office,employee_engagement,Romania,no
216,Divya Prasad,89,"{'Surya Ravindranath,Avinash Ravindranath,Avinash Prasad,Divya Prakash,Vaishali Raj,Divya Raj,Surya Ravindranath,Surya Raj,Vaishali Prakash,Prasanna Prasad', 'Divya Prasad'}",[ 1 49 39],Low,hybrid,employee_engagement,Remote,yes
217,Aruna Prasad,110,"{'Aruna Prasad', 'Prasanna Ravindranath,Aruna Prakash,Divya Prasad,Prasanna Raj,Prasanna Raj'}",[45 15 50],Medium,in_office,others,Romania,no
218,Divya Prasad,55,"{'Aruna Prakash,Vaishali Prakash,Avinash Prasad,Vaishali Ravindranath,Aruna Ravindranath,Aruna Prasad,Divya Raj,Divya Prakash,Avinash Raj', 'Divya Prasad'}",[40 12  3],Medium,in_office,project_discussion,Remote,yes
219,Divya Prasad,100,"{'Surya Raj,Vaishali Ravindranath', 'Divya Prasad'}",[34 57  9],High,online,project_discussion,India,yes
220,Divya Raj,90,"{'Divya Raj', 'Vaishali Raj,Surya Prakash,Divya Prasad,Surya Prasad,Vaishali Raj,Aruna Prasad'}",[23 47 20],Medium,hybrid,employee_engagement,India,no
221,Vaishali Prasad,134,"{'Vaishali Prasad', 'Prasanna Ravindranath,Surya Prakash,Vaishali Ravindranath,Avinash Prakash,Avinash Prasad,Prasanna Prasad,Aruna Raj,Vaishali Prakash,Harini Raj,Harini Ravindranath'}",[12 57 65],High,hybrid,project_discussion,Remote,no
222,Prasanna Prakash,149,"{'Surya Prakash,Vaishali Ravindranath,Vaishali Prakash,Vaishali Prakash,Harini Raj,Aruna Raj,Aruna Prakash,Prasanna Ravindranath,Harini Prasad', 'Prasanna Prakash'}",[54 95  0],High,in_office,trainings,Remote,yes
223,Aruna Prakash,155,"{'Aruna Prakash', 'Divya Prasad,Vaishali Prasad,Vaishali Prasad,Avinash Ravindranath,Divya Ravindranath,Harini Prasad'}",[16 65 74],Low,in_office,employee_engagement,India,no
224,Vaishali Prasad,61,"{'Vaishali Prasad', 'Divya Ravindranath,Surya Prasad,Harini Raj'}",[22 26 13],Medium,in_office,project_discussion,France,no
225,Prasanna Raj,9,"{'Prasanna Raj', 'Surya Ravindranath,Aruna Ravindranath'}",[6 1 2],Low,online,trainings,Remote,no
226,Aruna Prakash,49,"{'Aruna Prakash', 'Divya Raj,Harini Prakash,Vaishali Raj'}",[ 1 18 30],Medium,online,employee_engagement,Remote,yes
227,Divya Prasad,171,"{'Divya Prasad', 'Vaishali Prakash,Harini Ravindranath,Vaishali Prasad,Prasanna Prakash,Aruna Prakash,Surya Prakash,Surya Prasad,Surya Raj,Harini Raj'}",[ 25  21 125],High,online,employee_engagement,Romania,yes
228,Aruna Ravindranath,9,"{'Aruna Ravindranath', 'Aruna Raj,Aruna Prakash,Vaishali Prasad,Surya Prasad,Harini Raj'}",[0 6 3],Medium,hybrid,employee_engagement,France,no
229,Vaishali Ravindranath,135,"{'Vaishali Ravindranath', 'Divya Ravindranath,Vaishali Raj,Surya Prasad,Aruna Ravindranath,Harini Prasad,Surya Prakash,Surya Ravindranath'}",[81 27 27],High,hybrid,employee_engagement,Romania,no
230,Divya Prasad,89,"{'Prasanna Ravindranath,Surya Ravindranath', 'Divya Prasad'}",[30 24 35],Low,in_office,project_discussion,India,no
231,Vaishali Raj,96,"{'Vaishali Raj', 'Vaishali Prakash,Aruna Prakash,Aruna Prakash,Avinash Ravindranath,Surya Prasad,Divya Prakash,Surya Prakash,Vaishali Prasad,Harini Ravindranath,Surya Ravindranath'}",[15 54 27],Low,in_office,employee_engagement,France,yes
232,Harini Prakash,104,"{'Prasanna Prasad,Divya Raj,Avinash Raj,Avinash Ravindranath,Divya Ravindranath,Divya Prasad,Harini Prakash,Surya Prasad', 'Harini Prakash'}",[31  6 67],High,in_office,trainings,India,yes
233,Avinash Prakash,171,"{'Divya Prasad,Aruna Prasad,Surya Prakash,Divya Ravindranath,Aruna Ravindranath', 'Avinash Prakash'}",[81 74 16],Low,online,trainings,Remote,no
234,Avinash Ravindranath,130,"{'Prasanna Ravindranath,Surya Raj', 'Avinash Ravindranath'}",[73 53  4],High,in_office,employee_engagement,France,yes
235,Prasanna Prakash,11,"{'Vaishali Prasad,Vaishali Prakash,Vaishali Raj,Avinash Ravindranath,Harini Prasad,Avinash Ravindranath,Divya Ravindranath,Vaishali Prasad', 'Prasanna Prakash'}",[1 8 2],Medium,in_office,employee_engagement,Romania,no
